sample_id,label,source_dataset,label_type,latitude,longitude,acquisition_time,firms_observation_id,cloud_cover,industrial_distance_km,osm_industrial_type,bands,image_path,quality,notes
wf_sen2fire_0264,WILDFIRE,SEN2FIRE,SOURCE_LABEL,27.0728,76.1839,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0264.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 17)
wf_ts_satfire_0265,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,32.3548,76.5241,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0265.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 17)
wf_sen2fire_0266,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.265,24.115,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0266.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 17)
wf_ts_satfire_0267,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,40.065,-121.685,2023-07-15T18:40:00Z,,17.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0267.npz,GOOD,Curated wildfire candidate: Camp Fire California (cluster 17)
wf_sen2fire_0268,WILDFIRE,SEN2FIRE,SOURCE_LABEL,-35.555,149.545,2023-01-10T00:15:00Z,,29.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0268.npz,GOOD,Curated wildfire candidate: Black Summer NSW Australia (cluster 17)
wf_ts_satfire_0269,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,56.9814,-111.1253,2023-06-08T18:50:00Z,,44.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0269.npz,ACCEPTABLE,Curated wildfire candidate: Boreal Wildfire Alberta Canada (cluster 17)
wf_sen2fire_0270,WILDFIRE,SEN2FIRE,SOURCE_LABEL,35.915,28.175,2023-07-22T08:50:00Z,,22.5,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0270.npz,GOOD,Curated wildfire candidate: Rhodes Island Forest Fire (cluster 17)
wf_sen2fire_0271,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.9367,76.3633,2024-03-15T05:30:00Z,,12.4,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0271.npz,GOOD,Curated wildfire candidate: Bandipur National Park Wildfire (cluster 18)
wf_sen2fire_0272,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.5633,86.0633,2024-03-22T05:15:00Z,,10.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0272.npz,GOOD,Curated wildfire candidate: Simlipal Tiger Reserve Fire (cluster 18)
wf_ts_satfire_0273,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,29.8674,79.9291,2024-05-02T05:40:00Z,,8.1,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0273.npz,GOOD,Curated wildfire candidate: Uttarakhand Almora Pine Forest Fire (cluster 18)
wf_ts_satfire_0274,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,30.8348,77.4434,2024-05-18T05:45:00Z,,22.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0274.npz,GOOD,Curated wildfire candidate: Himachal Pradesh Shimla Forest Fire (cluster 18)
wf_sen2fire_0275,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.9554,76.0983,2024-02-28T05:25:00Z,,21.6,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0275.npz,GOOD,Curated wildfire candidate: Wayanad Wildlife Sanctuary Fire (cluster 18)
wf_sen2fire_0276,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.1633,76.8967,2024-04-10T05:20:00Z,,11.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0276.npz,GOOD,Curated wildfire candidate: Melghat Tiger Reserve Fire (cluster 18)
wf_sen2fire_0277,WILDFIRE,SEN2FIRE,SOURCE_LABEL,12.3,76.42,2024-03-10T05:30:00Z,,31.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0277.npz,ACCEPTABLE,Curated wildfire candidate: Nagarhole National Park Edge Fire (cluster 18)
wf_ts_satfire_0278,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,23.4571,92.9876,2024-04-05T04:50:00Z,,38.9,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0278.npz,ACCEPTABLE,Curated wildfire candidate: Mizoram Aizawl Forest Fire (cluster 18)
wf_sen2fire_0279,WILDFIRE,SEN2FIRE,SOURCE_LABEL,27.5978,76.1689,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0279.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 18)
wf_ts_satfire_0280,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,31.8298,75.9991,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0280.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 18)
wf_sen2fire_0281,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.79,24.13,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0281.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 18)
wf_ts_satfire_0282,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,39.54,-121.16,2023-07-15T18:40:00Z,,17.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0282.npz,GOOD,Curated wildfire candidate: Camp Fire California (cluster 18)
wf_sen2fire_0283,WILDFIRE,SEN2FIRE,SOURCE_LABEL,-35.03,149.53,2023-01-10T00:15:00Z,,29.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0283.npz,GOOD,Curated wildfire candidate: Black Summer NSW Australia (cluster 18)
wf_ts_satfire_0284,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,56.4564,-111.6503,2023-06-08T18:50:00Z,,44.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0284.npz,ACCEPTABLE,Curated wildfire candidate: Boreal Wildfire Alberta Canada (cluster 18)
wf_sen2fire_0285,WILDFIRE,SEN2FIRE,SOURCE_LABEL,36.44,28.19,2023-07-22T08:50:00Z,,22.5,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0285.npz,GOOD,Curated wildfire candidate: Rhodes Island Forest Fire (cluster 18)
wf_sen2fire_0286,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.3817,76.9183,2024-03-15T05:30:00Z,,12.4,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0286.npz,GOOD,Curated wildfire candidate: Bandipur National Park Wildfire (cluster 19)
wf_sen2fire_0287,WILDFIRE,SEN2FIRE,SOURCE_LABEL,22.1183,86.0483,2024-03-22T05:15:00Z,,10.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0287.npz,GOOD,Curated wildfire candidate: Simlipal Tiger Reserve Fire (cluster 19)
wf_ts_satfire_0288,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,29.3124,79.3741,2024-05-02T05:40:00Z,,8.1,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0288.npz,GOOD,Curated wildfire candidate: Uttarakhand Almora Pine Forest Fire (cluster 19)
wf_ts_satfire_0289,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,31.3898,77.4584,2024-05-18T05:45:00Z,,22.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0289.npz,GOOD,Curated wildfire candidate: Himachal Pradesh Shimla Forest Fire (cluster 19)
wf_sen2fire_0290,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.4004,76.6533,2024-02-28T05:25:00Z,,21.6,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0290.npz,GOOD,Curated wildfire candidate: Wayanad Wildlife Sanctuary Fire (cluster 19)
wf_sen2fire_0291,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.7183,76.8817,2024-04-10T05:20:00Z,,11.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0291.npz,GOOD,Curated wildfire candidate: Melghat Tiger Reserve Fire (cluster 19)
wf_sen2fire_0292,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.745,75.865,2024-03-10T05:30:00Z,,31.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0292.npz,ACCEPTABLE,Curated wildfire candidate: Nagarhole National Park Edge Fire (cluster 19)
wf_ts_satfire_0293,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,24.0121,93.0026,2024-04-05T04:50:00Z,,38.9,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0293.npz,ACCEPTABLE,Curated wildfire candidate: Mizoram Aizawl Forest Fire (cluster 19)
wf_sen2fire_0294,WILDFIRE,SEN2FIRE,SOURCE_LABEL,27.0428,76.7239,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0294.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 19)
wf_ts_satfire_0295,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,32.3848,75.9841,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0295.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 19)
wf_sen2fire_0296,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.235,23.575,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0296.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 19)
wf_ts_satfire_0297,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,40.095,-121.145,2023-07-15T18:40:00Z,,17.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0297.npz,GOOD,Curated wildfire candidate: Camp Fire California (cluster 19)
wf_sen2fire_0298,WILDFIRE,SEN2FIRE,SOURCE_LABEL,-35.585,150.085,2023-01-10T00:15:00Z,,29.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0298.npz,GOOD,Curated wildfire candidate: Black Summer NSW Australia (cluster 19)
wf_ts_satfire_0299,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,57.0114,-111.6653,2023-06-08T18:50:00Z,,44.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0299.npz,ACCEPTABLE,Curated wildfire candidate: Boreal Wildfire Alberta Canada (cluster 19)
wf_sen2fire_0300,WILDFIRE,SEN2FIRE,SOURCE_LABEL,35.885,27.635,2023-07-22T08:50:00Z,,22.5,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0300.npz,GOOD,Curated wildfire candidate: Rhodes Island Forest Fire (cluster 19)
wf_sen2fire_0301,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.9667,76.9333,2024-03-15T05:30:00Z,,12.4,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0301.npz,GOOD,Curated wildfire candidate: Bandipur National Park Wildfire (cluster 20)
wf_sen2fire_0302,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.5333,86.6333,2024-03-22T05:15:00Z,,10.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0302.npz,GOOD,Curated wildfire candidate: Simlipal Tiger Reserve Fire (cluster 20)
wf_ts_satfire_0303,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,29.8974,79.3591,2024-05-02T05:40:00Z,,8.1,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0303.npz,GOOD,Curated wildfire candidate: Uttarakhand Almora Pine Forest Fire (cluster 20)
wf_ts_satfire_0304,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,30.8048,76.8734,2024-05-18T05:45:00Z,,22.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0304.npz,GOOD,Curated wildfire candidate: Himachal Pradesh Shimla Forest Fire (cluster 20)
wf_sen2fire_0305,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.9854,76.6683,2024-02-28T05:25:00Z,,21.6,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0305.npz,GOOD,Curated wildfire candidate: Wayanad Wildlife Sanctuary Fire (cluster 20)
wf_sen2fire_0306,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.1333,77.4667,2024-04-10T05:20:00Z,,11.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0306.npz,GOOD,Curated wildfire candidate: Melghat Tiger Reserve Fire (cluster 20)
wf_sen2fire_0307,WILDFIRE,SEN2FIRE,SOURCE_LABEL,12.33,75.85,2024-03-10T05:30:00Z,,31.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0307.npz,ACCEPTABLE,Curated wildfire candidate: Nagarhole National Park Edge Fire (cluster 20)
wf_ts_satfire_0308,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,23.4271,92.4176,2024-04-05T04:50:00Z,,38.9,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0308.npz,ACCEPTABLE,Curated wildfire candidate: Mizoram Aizawl Forest Fire (cluster 20)
wf_sen2fire_0309,WILDFIRE,SEN2FIRE,SOURCE_LABEL,27.6278,76.7389,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0309.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 20)
wf_ts_satfire_0310,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,31.7998,76.5691,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0310.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 20)
wf_sen2fire_0311,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.82,23.56,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0311.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 20)
wf_ts_satfire_0312,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,39.51,-121.73,2023-07-15T18:40:00Z,,17.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0312.npz,GOOD,Curated wildfire candidate: Camp Fire California (cluster 20)
wf_sen2fire_0313,WILDFIRE,SEN2FIRE,SOURCE_LABEL,-35.0,150.1,2023-01-10T00:15:00Z,,29.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0313.npz,GOOD,Curated wildfire candidate: Black Summer NSW Australia (cluster 20)
wf_ts_satfire_0314,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,56.4264,-111.0803,2023-06-08T18:50:00Z,,44.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0314.npz,ACCEPTABLE,Curated wildfire candidate: Boreal Wildfire Alberta Canada (cluster 20)
wf_sen2fire_0315,WILDFIRE,SEN2FIRE,SOURCE_LABEL,36.47,27.62,2023-07-22T08:50:00Z,,22.5,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0315.npz,GOOD,Curated wildfire candidate: Rhodes Island Forest Fire (cluster 20)
wf_sen2fire_0316,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.3517,76.3183,2024-03-15T05:30:00Z,,12.4,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0316.npz,GOOD,Curated wildfire candidate: Bandipur National Park Wildfire (cluster 21)
wf_sen2fire_0317,WILDFIRE,SEN2FIRE,SOURCE_LABEL,22.1483,86.6483,2024-03-22T05:15:00Z,,10.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0317.npz,GOOD,Curated wildfire candidate: Simlipal Tiger Reserve Fire (cluster 21)
wf_ts_satfire_0318,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,29.2824,79.9741,2024-05-02T05:40:00Z,,8.1,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0318.npz,GOOD,Curated wildfire candidate: Uttarakhand Almora Pine Forest Fire (cluster 21)
wf_ts_satfire_0319,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,31.4198,76.8584,2024-05-18T05:45:00Z,,22.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0319.npz,GOOD,Curated wildfire candidate: Himachal Pradesh Shimla Forest Fire (cluster 21)
wf_sen2fire_0320,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.3704,76.0533,2024-02-28T05:25:00Z,,21.6,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0320.npz,GOOD,Curated wildfire candidate: Wayanad Wildlife Sanctuary Fire (cluster 21)
wf_sen2fire_0321,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.7483,77.4817,2024-04-10T05:20:00Z,,11.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0321.npz,GOOD,Curated wildfire candidate: Melghat Tiger Reserve Fire (cluster 21)
wf_sen2fire_0322,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.715,76.465,2024-03-10T05:30:00Z,,31.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0322.npz,ACCEPTABLE,Curated wildfire candidate: Nagarhole National Park Edge Fire (cluster 21)
wf_ts_satfire_0323,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,24.0421,92.4026,2024-04-05T04:50:00Z,,38.9,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0323.npz,ACCEPTABLE,Curated wildfire candidate: Mizoram Aizawl Forest Fire (cluster 21)
wf_sen2fire_0324,WILDFIRE,SEN2FIRE,SOURCE_LABEL,27.0128,76.1239,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0324.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 21)
wf_ts_satfire_0325,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,32.4148,76.5841,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0325.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 21)
wf_sen2fire_0326,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.205,24.175,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0326.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 21)
wf_ts_satfire_0327,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,40.125,-121.745,2023-07-15T18:40:00Z,,17.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0327.npz,GOOD,Curated wildfire candidate: Camp Fire California (cluster 21)
wf_sen2fire_0328,WILDFIRE,SEN2FIRE,SOURCE_LABEL,-35.615,149.485,2023-01-10T00:15:00Z,,29.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0328.npz,GOOD,Curated wildfire candidate: Black Summer NSW Australia (cluster 21)
wf_ts_satfire_0329,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,57.0414,-111.0653,2023-06-08T18:50:00Z,,44.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0329.npz,ACCEPTABLE,Curated wildfire candidate: Boreal Wildfire Alberta Canada (cluster 21)
wf_sen2fire_0330,WILDFIRE,SEN2FIRE,SOURCE_LABEL,35.855,28.235,2023-07-22T08:50:00Z,,22.5,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0330.npz,GOOD,Curated wildfire candidate: Rhodes Island Forest Fire (cluster 21)
wf_sen2fire_0331,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.9967,76.3033,2024-03-15T05:30:00Z,,12.4,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0331.npz,GOOD,Curated wildfire candidate: Bandipur National Park Wildfire (cluster 22)
wf_sen2fire_0332,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.5033,86.0033,2024-03-22T05:15:00Z,,10.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0332.npz,GOOD,Curated wildfire candidate: Simlipal Tiger Reserve Fire (cluster 22)
wf_ts_satfire_0333,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,29.9274,79.9891,2024-05-02T05:40:00Z,,8.1,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0333.npz,GOOD,Curated wildfire candidate: Uttarakhand Almora Pine Forest Fire (cluster 22)
wf_ts_satfire_0334,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,30.7748,77.5034,2024-05-18T05:45:00Z,,22.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0334.npz,GOOD,Curated wildfire candidate: Himachal Pradesh Shimla Forest Fire (cluster 22)
wf_sen2fire_0335,WILDFIRE,SEN2FIRE,SOURCE_LABEL,12.0154,76.0383,2024-02-28T05:25:00Z,,21.6,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0335.npz,GOOD,Curated wildfire candidate: Wayanad Wildlife Sanctuary Fire (cluster 22)
wf_sen2fire_0336,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.1033,76.8367,2024-04-10T05:20:00Z,,11.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0336.npz,GOOD,Curated wildfire candidate: Melghat Tiger Reserve Fire (cluster 22)
wf_sen2fire_0337,WILDFIRE,SEN2FIRE,SOURCE_LABEL,12.36,76.48,2024-03-10T05:30:00Z,,31.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0337.npz,ACCEPTABLE,Curated wildfire candidate: Nagarhole National Park Edge Fire (cluster 22)
wf_ts_satfire_0338,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,23.3971,93.0476,2024-04-05T04:50:00Z,,38.9,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0338.npz,ACCEPTABLE,Curated wildfire candidate: Mizoram Aizawl Forest Fire (cluster 22)
wf_sen2fire_0339,WILDFIRE,SEN2FIRE,SOURCE_LABEL,27.6578,76.1089,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0339.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 22)
wf_ts_satfire_0340,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,31.7698,75.9391,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0340.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 22)
wf_sen2fire_0341,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.85,24.19,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0341.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 22)
wf_ts_satfire_0342,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,39.48,-121.1,2023-07-15T18:40:00Z,,17.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0342.npz,GOOD,Curated wildfire candidate: Camp Fire California (cluster 22)
wf_sen2fire_0343,WILDFIRE,SEN2FIRE,SOURCE_LABEL,-34.97,149.47,2023-01-10T00:15:00Z,,29.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0343.npz,GOOD,Curated wildfire candidate: Black Summer NSW Australia (cluster 22)
wf_ts_satfire_0344,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,56.3964,-111.7103,2023-06-08T18:50:00Z,,44.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0344.npz,ACCEPTABLE,Curated wildfire candidate: Boreal Wildfire Alberta Canada (cluster 22)
wf_sen2fire_0345,WILDFIRE,SEN2FIRE,SOURCE_LABEL,36.5,28.25,2023-07-22T08:50:00Z,,22.5,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0345.npz,GOOD,Curated wildfire candidate: Rhodes Island Forest Fire (cluster 22)
wf_sen2fire_0346,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.3217,76.9783,2024-03-15T05:30:00Z,,12.4,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0346.npz,GOOD,Curated wildfire candidate: Bandipur National Park Wildfire (cluster 23)
wf_sen2fire_0347,WILDFIRE,SEN2FIRE,SOURCE_LABEL,22.1783,85.9883,2024-03-22T05:15:00Z,,10.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0347.npz,GOOD,Curated wildfire candidate: Simlipal Tiger Reserve Fire (cluster 23)
wf_ts_satfire_0348,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,29.2524,79.3141,2024-05-02T05:40:00Z,,8.1,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0348.npz,GOOD,Curated wildfire candidate: Uttarakhand Almora Pine Forest Fire (cluster 23)
wf_ts_satfire_0349,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,31.4498,77.5184,2024-05-18T05:45:00Z,,22.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0349.npz,GOOD,Curated wildfire candidate: Himachal Pradesh Shimla Forest Fire (cluster 23)
wf_sen2fire_0350,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.3404,76.7133,2024-02-28T05:25:00Z,,21.6,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0350.npz,GOOD,Curated wildfire candidate: Wayanad Wildlife Sanctuary Fire (cluster 23)
wf_sen2fire_0351,WILDFIRE,SEN2FIRE,SOURCE_LABEL,21.7783,76.8217,2024-04-10T05:20:00Z,,11.7,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0351.npz,GOOD,Curated wildfire candidate: Melghat Tiger Reserve Fire (cluster 23)
wf_sen2fire_0352,WILDFIRE,SEN2FIRE,SOURCE_LABEL,11.685,75.805,2024-03-10T05:30:00Z,,31.0,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0352.npz,ACCEPTABLE,Curated wildfire candidate: Nagarhole National Park Edge Fire (cluster 23)
wf_ts_satfire_0353,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,24.0721,93.0626,2024-04-05T04:50:00Z,,38.9,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0353.npz,ACCEPTABLE,Curated wildfire candidate: Mizoram Aizawl Forest Fire (cluster 23)
wf_sen2fire_0354,WILDFIRE,SEN2FIRE,SOURCE_LABEL,26.9828,76.7839,2024-03-29T05:35:00Z,,19.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0354.npz,GOOD,Curated wildfire candidate: Sariska Tiger Reserve Fire (cluster 23)
wf_ts_satfire_0355,WILDFIRE,TS_SATFIRE,SOURCE_LABEL,32.4448,75.9241,2024-05-25T05:45:00Z,,28.3,,,"B02,B03,B04,B08,B11,B12",samples/wf_ts_satfire_0355.npz,GOOD,Curated wildfire candidate: Changar Forest Fire Kangra (cluster 23)
wf_sen2fire_0356,WILDFIRE,SEN2FIRE,SOURCE_LABEL,38.175,23.515,2023-08-20T09:30:00Z,,18.2,,,"B02,B03,B04,B08,B11,B12",samples/wf_sen2fire_0356.npz,GOOD,Curated wildfire candidate: Evia Island Wildfire Greece (cluster 23)
